comment,label,df,cleaned
අඩෝ අනාගතයෙන් call එකක් ආපු පලවෙනි එකා වුනා එහෙනම් congratulations,0,B,අඩෝ අනාගත එකක් ආපු පලවෙ එකා වුනා එහෙන
අඩෝ උබ එල බං සුවහසක් යූ ටුයුබ් පිංපියන්ට වැඩිය ආදරෙයි,0,B,අඩෝ උබ එල බං සුවහස යූ ටුයුබ පිංපි වැඩිය ආදරෙ
අඩෝ උබලා දෙන්න සෙට් උනාද,0,B,අඩෝ උබලා දෙන්න සෙට් උනාද
අඩෝ උඹ වෛද්‍යවරයෙක් නෙවෙයිනෙ කට වහගෙන පුක දෙන ද පාඩු හිටපං හරි තම්බියා,1,B,අඩෝ උඹ වෛද්‍යවර නෙවෙයින කට වහගෙන පුක දෙන ද පාඩු හිටපං හරි තම්බි
අඩෝ ඒක,0,B,අඩෝ ඒක
අඩෝ ඒක පට්ට බං අයියා.. මං හිතන්නෙ මාමට පොරගෙ තරුණ කාලේ එක්ක කතා කරා වගේ දැනෙන්ඩ ඇති.. බිකෝස් දෙන්නම මොකේ හිටියත් ආතල්ම එකේ ඉන්න බඩු දෙකක් ,0,B,අඩෝ ඒක පට්ට බං අයියා මං හිත මාමට පොරගෙ තරුණ කාලේ එක්ක කතා කරා වගේ දැනෙන්ඩ ඇති බිකෝස දෙන්න මොකේ හිටි ආතල්ම එකේ ඉන්න බඩු දෙකක්
අඩෝ ඒක පට්ට මචෝ...️,0,B,අඩෝ ඒක පට්ට මචෝ ️
අඩෝ ඒක පට්ට යකෝ️,0,B,අඩෝ ඒක පට්ට යකෝ️
අඩෝ ඒක සුපිරි තාත්තයි පුතයි වගේ ,0,B,අඩෝ ඒක සුපිරි තාත්ත පුතයි වගේ
අඩෝ ඒක......,0,B,අඩෝ ඒක
අඩෝ තාත්තයි පුතයි විඩීයෝ කෝල් අරං දැං බොරුව දානව. දැං තාත්තා විශ්‍රාම යන නිසා ආයි රැට්ටම තාත්තා වෙන්න ඕනෙ නෑ මාමා එයි හෙල්ප් එකට,0,B,අඩෝ තාත්ත පුතයි විඩී කෝල් අරං දැං බොරුව දානව දැං තාත්ත විශ්‍රා යන නිසා ආයි රැට් තාත්ත වෙන්න ඕනෙ නෑ මාමා එයි හෙල්ප එකට
අඩෝ තාත්තයි පුතයි වීඩියෝ කෝල් එකක් ,0,B,අඩෝ තාත්ත පුතයි වීඩි කෝල් එකක්
අඩෝ දිස් වන් ,0,B,අඩෝ දිස් වන්
අඩෝ බැල්ලි තෝ ලංකාවට එන්න ඕනි නෑ තෝ ඔහෙට වෙලා මුලු ඉතාලියටම පුක දීපන් උබේ මිනිහා පොන්නයෙක්ද කොහේදා තෝ ලංකාවට අගවුරව කරන්න එපා පර බැල්ලී කනව තොගේ ංත්ත,1,B,අඩෝ බැල්ලි තෝ ලංකා එන්න ඕනි නෑ තෝ ඔහෙට වෙලා මුලු ඉතාලිය පුක දීපන් උබේ මිනිහ පොන්නයෙක් කොහේද තෝ ලංකා අගවුර කරන්න එපා පර බැල්ල කනව තොගේ ංත්ත
අඩෝ මැකෝව තාත්තට දාලා video එකක් කරන්නම ඕනේ.,0,B,අඩෝ මැකෝව තාත්ත දාලා එකක් කරන්න ඕනේ
අඩෝ රැට්ටාගේ පියා හිතාදර මහත්තයා ද බන්...️️️️️,0,B,අඩෝ රැට්ට පියා හිතාදර මහත්ත ද බන් ️️️️️
අඩෝ රෑට්ටා,0,B,අඩෝ රෑට්ට
අඩෝ විඩියෝ එක රෙකාඩ් කරෙ නැද්ද. දාපං කෝ ,0,B,අඩෝ විඩි එක රෙකාඩ කරෙ නැද්ද දාපං කෝ
අඩෝ වීඩීයෝ එකක් ඔනේ,0,B,අඩෝ වීඩී එකක් ඔනේ
අඩෝ වෙසි,1,B,අඩෝ වෙසි
අඩෝ සිරාවට ගත්තද උබ,0,B,අඩෝ සිරා ගත්තද උබ
"අඩෝ සුපිරි බන් ජයවෙවා, බුදුසරණයි",0,B,අඩෝ සුපිරි බන් ජයවෙ බුදුසරණ
අඩෝ. එක්ක අඩියක් ගහන්න තිබ්බනම්. ️ ආතල් ලෝකයක් වෙයි.,0,B,අඩෝ එක්ක අඩි ගහන්න තිබ්බන ️ ආතල් ලෝක වෙයි
අඩෝව් ,0,B,අඩෝව්
අඩ්ඩේ ️,0,B,අඩ්ඩේ ️
අඩ්‍යපනය අඩු කෙනෙක් ... ,0,B,අඩ්‍යපන අඩු කෙන
අතල් එකට ගහාලා කරුමෙට හෙදිච්ච එකෙක් ,1,B,අතල් එකට ගහාලා කරුමෙ හෙද එකෙක්
අති ගරු ඔබ තුමා නොවන්නට අද වනවිට කොරොනා වසන්ගතයෙන් මුලු ලංකාවම වෙලා ගෙන අවසන්,0,B,අති ගරු ඔබ තුමා නොව අද වනවිට කොරො වසන්ගත මුලු ලංකාව වෙලා ගෙන අවසන්
"අති ගරු ජනාධිපතිතුමනිවිදේශ ගතව සිටින අය ගෙන්වා ගැනීමේදි මාස කිහිපයකටඅවුරුදු කිහිපයකට(1,2,3,4)රැකියාවල නිරත වීමට විදෙස්ගත වූ අයට මුලින්ම ප්‍රමුඛතාවය ලබා දෙන්නයි ඉල්ලා සිටිමිඅවුරුදු 10,20,30 විදේශ රටක පදිංචිව සිටින අයට දැන් ඉන්න සිතෙන රටක් යයි අපේ රට මතක්ව ඇත.කමක් නැහැඒත් ඔවුන්ට වඩා වැදගත් අපේ ගෙවල්වල අගහිඟකම් නිසා උපයාගෙන ඒමට ගිය අපේ දුප්පත් නෑදෑයෝයි",0,B,අති ගරු ජනාධිපතිතුමනිවිදේශ ගතව සිටින අය ගෙන් ගැනීමේදි මාස කිහිපයකටඅවුරුද කිහිප රැකියා නිරත වීමට විදෙස්ගත වූ අයට මුලින් ප්‍රමුඛතාව ලබා දෙන්න ඉල්ලා සිටිමිඅවුරුද විදේශ රටක පදිංචි සිටින අයට දැන් ඉන්න සිතෙන රටක් යයි අපේ රට මතක්ව ඇත කමක් නැහැඒ ඔව වඩා වැදග අපේ ගෙවල අගහිඟක නිසා උපයාගෙ ඒමට ගිය අපේ දුප්ප නෑදෑයෝ
අති විශිෂ්ට කතාවක් වෛද්‍යතුමියනි අපේ මාතෘභූමිය වෙනුවෙන් අප ඔබතුමන්ලා සමඟයි. තෙරුවන් සරණින් මගෙ රට රැක දේවා.,0,B,අති විශිෂ් කතා වෛද්‍යතුමි අපේ මාතෘභූම වෙනු අප ඔබතුමන් සමඟයි තෙරු සරණ මගෙ රට රැක දේවා
අති ශේෂ්ඨයී මැඩ්ම්...,0,B,අති ශේෂ්ඨය මැඩ්
"අතිගරැ ජනපති තුමණී ඔබතුමන් ගෙනයන වැඩපිලිවල අතී සාර්තකයි ඒවගේම විදේශ ගතව සිටින අය නැවත මවිරට බලා පැමින පසු දවස් විසි එකක්වත් නිරෝධානය කරන්න.ඒවගේම දවස් 21 ඉවරවී නිවෙස් බලා ගියාන් පසු නැවත දවස් 14ක් ස්ව්‍යං නිරාදානයද අනිවර්‍යය කරන්න මොකද මෙිකේ භයානකත්වය අපි මෙිරටවල්වල දකින නිසා දවස් 21එකට පසුත් වෛරසයේ ලක්ෂන මතුවූ අය මෙි රටවලින් හමු වෙනවා පිටරට ඉන්න ලක්ෂ 10-15 වගේ අපි ඉන්න අය මවිරටට ගේවාගෙන කෝටි දෙකක් ඉන්න අය අමාරැවෙි දමන්න එපා මොකද ඒ අය නීරෝදාන රෙගුලාසිවලට එකගනමි පමන් ගේවාගන්න.ඒවගේම අතිගරැ විදෙස් ගතවෙලා ඉන්න අයගේ පවිල් ගැනත් සොයාබලන්න මොකද අපි එවන සල්ලී ඒඅයට ගන්න විදිහක් නෑ අදිරිනීතිය නිසා අවශ්‍ය කරන ආහාර ද්‍රව්‍යය ගන්න විදිහක් නැ.ගොඩාක් අසරන වෙිනවා අපේ පවිල් පොඩි අය සමග ඒඅයට ටවිමකට යන්න බෑ.ඔබතුමන් මෙි සමිබන්ධයෙන් කාරැණික අවධානය යොමු කරනු ඇතයි මා සිතමී.ඔබතුමන් හටත් ත්‍රිවධ හමුධාවන්ටත් රජ්‍ය නිළධාරින්ටත් වෛද්‍ය හෙද කාර්‍යය මන්ඩලවලටත් යෝධ බල යෝධ ශක්තිය ලැබෙිවා සමිමා සමිබුදු සරණයි..........!!!!!!!!!!""",0,B,අතිගරැ ජනපති තුමණී ඔබතුම ගෙනයන වැඩප අතී සාර්තක ඒවගේම විදේශ ගතව සිටින අය නැවත මවිරට බලා පැමින පසු දවස් විසි එකක් නිරෝධාන කරන්න ඒවගේම දවස් ඉවරවී නිවෙස බලා ගියා පසු නැවත දවස් ක් ස්ව්‍යං නිරාදාන අනිවර්‍ය කරන්න මොකද මෙිකෙ භයානකත්ව අපි මෙිරටවල දකින නිසා දවස් එකට පසුත් වෛරස ලක්ෂන මතුවූ අය මෙි රට හමු වෙනවා පිටරට ඉන්න ලක්ෂ වගේ අපි ඉන්න අය මවිරට ගේවාගෙ කෝටි දෙකක් ඉන්න අය අමාරැවෙි දමන්න එපා මොකද ඒ අය නීරෝදා රෙගුලාසි එකගන පමන් ගේවාග ඒවගේම අතිගරැ විදෙස ගතවෙ ඉන්න අයගේ පවිල් ගැනත් සොයාබල මොකද අපි එවන සල්ලී ඒඅයට ගන්න විදිහ නෑ අදිරිනීත නිසා අවශ්‍ කරන ආහාර ද්‍රව්‍ය ගන්න විදිහ නැ ගොඩා අසරන වෙි අපේ පවිල් පොඩි අය සමග ඒඅයට ටවි යන්න බෑ ඔබතුම මෙි සමිබන්ධ කාරැණික අවධාන යොමු කරනු ඇතයි මා සිතමී ඔබතුම හටත් ත්‍රිවධ හමුධාවන් රජ්‍ය නිළධාරින් වෛද්‍ හෙද කාර්‍ය මන්ඩල යෝධ බල යෝධ ශක්ත ලැබෙි සමිමා සමිබුද සරණයි
